ID,Title,Post,Tag
3055,contact," i couldn't set up onedrive at all!  jonas voll  support technician i  envision, inc.  2301 s water st  wichita,  ks 67213  o: 316-425-7141  f: 316-267-4312  www.envisionus.com    envision: to improve the quality of life and provide inspiration for the blind and visually impaired through employment, outreach, rehabilitation, education and research. ",Answer
3056,contact," hmm, not sure why that is, it always was as simple as opening the onedrive application and signing in with my microsoft id for me. you then have a chance to specify a location where you want the onedrive folder just as with dropbox, by default it's in your user folder, and i think that's pretty much it.  i am quite sure if you want to set it up that microsoft accessibility can easily help you with that. i have an office 365 subscription both a home subscription which i share with my wife and mom as well as a business premium subscription for my business, both come with 1 tb of storage so it would of course be silly to pay for dropbox premium or whatever they call it when i already have all the storage i could want and i would have the office 365 subscription anyways because i need access to outlook, excel and occasionally some of the other office apps.  the office 365 subscription is one of the best deals around considering all it includes.    regards,  sieghard ",Answer
3057,contact," hi ibrahim,    here is what i do:    1. press jaws key+f11 to bring up the system tray items  2. arrow to dropbox and press enter, jaws says ""press enter to open the dropbox menu"" so press enter a second time  3. now a menu comes up, arrow until yu find ""preferences"" and press enter  4. i believe by default you will be on the accounts tab, you need to get to the ""import"" tab which is to the right  5. once you are on the import tab, tab a couple of times and you find the checkbox to enable screenshots.    regards,  sieghard ",Answer
3058,contact," not shure, but its one drive for business!  and this is on  active directory and exchange server in a enterprise business for my work!      jonas voll  support technician i  envision, inc.  2301 s water st  wichita,  ks 67213  o: 316-425-7141  f: 316-267-4312  www.envisionus.com    envision: to improve the quality of life and provide inspiration for the blind and visually impaired through employment, outreach, rehabilitation, education and research. ",Answer
3060,contact for wells fargo accessibility issues: copying from wells fargo  results  web page.," hello curtis,    as i found out to my irritation, wells fargo did a major revision to their  on-line banking web site.  i suddenly could not do many of the tasks that i  had previously been able to do with jaws.  jaws 17 seemed to help, and i  also found that firefox worked better.    below my closing is the contact person i was given by wells fargo when i  complained about the access issues in their new web design.  he is a private  accessibility consultant.    good luck,  tim ford      david ashleydale  operational risk consultant / accessibility governance lead  wfvc risk management  wells fargo virtual channels   333 market street, 27th floor| san francisco, ca 94104  mac a0119-271  tel 415-371-5880  david.ashleydale@...       -----original message-----  from: main@jfw.groups.io [mailto:main@jfw.groups.io] on behalf of curtis  delzer  sent: wednesday, february 22, 2017 2:01 pm  to: main@jfw.groups.io  subject: copying from wells fargo ""results"" web page.    my wife uses jaws 18 and before she could just copy the results of the  bill pay page after the transactions to the clipboard and paste into  notepad or word, but now, it does not work for her.  is there a setting in jfw which has changed it's default between 17 and  18, or, is the update to the wells fargo web site screwing it up for her?  when she copies to the clipboard, and attempts to paste, nothing gets  carried over into the paste action, and after a while, the web page  times out for security reasons.  anyone have ideas as to what could be happening?  she is not a member of this list so any results anyone comes up with  i'll forward to her.  thank you all!    -----  curtis delzer, hs.  k6vfo  san bernardino, ca ",Help
3065,contact list in outlook 2010," how do i look at the list of contacts in outlook 2010?  when i press control+3 to get to contacts, i have a blank field.  i can tab to what looks like a list of options, including address book, suggested contacts, all contacts, and some others; but no matter which i choose there is nothing in the list.    what am i missing???    thanks,    ann ",Help
3066,contact list in outlook 2010," ann:    try this:      once you get to your list of address books, arrow down until you get the one  you want.  then tab over several times until you come to ""name only"".  once  there, just tab a couple more times, and you should find your list of  contacts.    i'm using windows 7 and jaws 16 here.    i hope this helps at least a little.    outlook can be really tricky, but this is the procedure that works for me,  more often than not.    tom behler ",Answer
3067,contact list in outlook 2010," ann:    onemore thought:    if control plus 3 doesn't work, try control shift b to get to your various  contact lists.    tom behler ",Answer
3068,contact list in outlook 2010, try arrowing down from the edit field.  jim. ,Answer
3070,contact list in outlook 2010," try alt-c.       bye for now,    carolyn ",Answer
3071,contact yahoo or live chat,"          hi. just tried four or five times to e-mail yahoo, but does not submit the form and entering the numbers for the audio challenge. does any one know where i can do a live chat or e-mail yahoo.  using firefox and jaws. just frustrated.  thanks.                         virus-free.  www.avast.com                  ",Help
3072,contacting freedom scientific,"          hello,     i am starting to use jaws as my primary screen reader because my old screen reader window-eyes, well things don t look good for the future of that screen reader.     i just downloaded the latest ultra edit version 24.0.0.49     and i can no longer navigate the preferences screens.  when i tab through the various options, the only read a single letter.  probably the shortcut keyboard command to jump to that option.     i wanted to report this to fs as with window-eyes this is no issue.  it reads the prefs with no issues.  also nvda has no issues with reading the configuration preferences screens.     any help would be greatly appreciated.     best,  juan hernandez    juanhernandez98@...    619-750-9431 (m)         |  858-777-3311 (f)    my website   |   twitter   |   facebook   |   linkedin          ",Help
3073,contacting freedom scientific," here's the  freedom scientific technical support webpage .   take your pick of your preferred contact method.  --       brian                 a great deal of intelligence can be invested in ignorance when the need for illusion is deep.           ~    saul bellow   ,  to jerusalem and back     ",Answer
3074,contacts in wlm 2012  win7 64-bit jaws pro 17.0.1539,"  hello,          when using windows live mail 2012, when i'm typing a contact i get the conventional list of potential contacts that could match what's been typed so far, but using the down arrow to go into the ""dropdown list"" doesn't read the contacts as each is visited, but instead announces precisely what i've already typed in the ""to:"" field so far.   for instance, if i've entered ""bria"" and have 10 contacts with ""bria"", as i arrow down i don't hear, ""brian vogel &lt;address&gt;, brianne jones &lt;address&gt;, john bridal &lt;address&gt;"" but just ""bria, bria, bria.""           is there a way to change this to make jaws announce the name and e-mail address?  brian  ",Help
3075,context menu,           how do i get to context menu should have been the question.   thanks       jimmy      ,Help
3076,context menu,           applications key or f 10 or right mouse click                  ,Answer
3078,context menu," minor correction, shift+f10. ",Answer
3080,"context of sentences, too?","                   when you do this, can you figure out where the misspelled word is by pressing insert c for getting any context reading the sentence/whatever to which the word pertains? also, does it work in a word document? just for fun, i ll edit my sociology   notes that way later on, figuring this out for myself but keep this thread on here anyway for others.    ashleigh s. piccinino         sent from    mail  for windows 10             from:   carolyn arnold      sent:  thursday, june 15, 2017 8:27 pm     to:   main@jfw.groups.io      subject:  re: jump to spelling errors in outlook 2010             that is interesting. i tried it, and it worked too.          best from,        carolyn        -----original message-----    from: main@jfw.groups.io [ mailto:main@jfw.groups.io ] on    behalf of paul sandoval    sent: thursday, june 15, 2017 7:48 pm    to: main@jfw.groups.io    subject: re: jump to spelling errors in outlook 2010        hello        i have been using alt shift l, this displays the misspelled    words in a list. i hit enter on the misspell word then i do    the applications key.        paul sandoval    blind tech training    720-620-8007    blindtechtraining@...        &gt; on jun 15, 2017, at 4:19 pm, carolyn arnold    &lt;4carolyna@...&gt; wrote:    &gt;     &gt; in spell check, you press alt-c to the column of choices    and enter on one if it is a correct choice. otherwise either    alt-i or tab one more time to ignore.     &gt;     &gt; best from,    &gt;     &gt; carolyn    &gt;     &gt;     &gt;     &gt; -----original message-----    &gt; from: main@jfw.groups.io [ mailto:main@jfw.groups.io ] on    behalf of     &gt; richard turner    &gt; sent: thursday, june 15, 2017 3:08 pm    &gt; to: main@jfw.groups.io    &gt; subject: re: jump to spelling errors in outlook 2010    &gt;     &gt; carolyn,    &gt;     &gt; i have not done this yet, but i'm sure they are saying    that once you are in the spell check dialog, alt-f7 focuses    jaws on the misspelled word and opens the application menu    so you can pick the correction.    &gt; i think it was assumed you were already in the spell    checker either by using f7 or from the menus.    &gt; hth,    &gt; richard    &gt;     &gt;     &gt;     &gt;     &gt; (sent from the ipod touch 6)    &gt;     &gt; on jun 15, 2017, at 11:58 am, david &amp; his pack of dogs    &lt;myguidedogis@... &lt; mailto:myguidedogis@... &gt; &gt;    wrote:    &gt;     &gt;     &gt;     &gt;    unless i am wrong, this function f7 applies to 2010    outlook and future releases, 2013 and 2016 as well.    &gt;    &gt;    -----original message-----    &gt;    from: main@jfw.groups.io &lt; mailto:main@jfw.groups.io &gt;    [ mailto:main@jfw.groups.io ] on behalf of carolyn arnold    &gt;    sent: june 15, 2017 11:50 am    &gt;    to: main@jfw.groups.io &lt; mailto:main@jfw.groups.io &gt;      &gt;    subject: re: jump to spelling errors in outlook 2010    &gt;    &gt;    in outlook for spell check, it is just f7.     &gt;    &gt;    best from,    &gt;    &gt;    carolyn    &gt;    &gt;    &gt;    &gt;    &gt;    -----original message-----    &gt;    from: main@jfw.groups.io &lt; mailto:main@jfw.groups.io &gt;    [ mailto:main@jfw.groups.io ] on behalf of steve griffiths    &gt;    sent: thursday, june 15, 2017 1:09 pm    &gt;    to: main@jfw.groups.io &lt; mailto:main@jfw.groups.io &gt;      &gt;    subject: re: jump to spelling errors in outlook 2010    &gt;    &gt;    &gt;    hi shannon,    &gt;    &gt;    &gt;    &gt;    alt + f7 will work in word, but i've never tried it in    outlook. it jumps to the next misspelt work, highlights is    and opens the applications menu for it.    &gt;    &gt;    &gt;    &gt;    steve    &gt;    &gt;    &gt;    &gt;    from: main@jfw.groups.io &lt; mailto:main@jfw.groups.io &gt;    [ mailto:main@jfw.groups.io ] on behalf of shannon    &gt;    sent: 15 june 2017 17:43    &gt;    to: main@jfw.groups.io &lt; mailto:main@jfw.groups.io &gt;      &gt;    subject: jump to spelling errors in outlook 2010    &gt;    &gt;    &gt;    &gt;    good morning again,    &gt;    &gt;    is there a key combination that will  jump to the    spelling errors in word and outlook 2010, so the    applications key can be used to correct the misspelling?    &gt;    &gt;    the spell checker f7 works but is a little more than i    want to hear.    &gt;    &gt;    &gt;    &gt;    thanks    &gt;    &gt;    shannon    &gt;    &gt;    &gt;    this email and any attachment to it are confidential.    unless you are the intended recipient, you may not use, copy    or disclose either the message or any information contained    in the message.    &gt;    if you are not the intended recipient, you should    delete this email and notify the sender immediately.    &gt;    any views or opinions expressed in this email are those    of the sender only, unless otherwise stated.    &gt;    all emails, incoming and outgoing, may be recorded by    guide dogs and monitored for legitimate business purposes.    &gt;    guide dogs exclude all liability for any loss or damage    arising or resulting from the receipt, use or transmission    of this email to the fullest extent permitted by law.    &gt;    &gt;    the guide dogs for the blind association    &gt;    tel: 0118 9835555    &gt;    email: guidedogs@...    &lt; mailto:guidedogs@... &gt;      &gt;    website:  www.guidedogs.org.uk     &lt; http://www.guidedogs.org.uk &gt;     &gt;    registered office: hillfields, burghfield common,    reading, berkshire, rg7 3yg.    &gt;    a company limited by guarantee, registered in england    and wales (291646) and a charity registered in england and    wales (209617) and scotland (sc038979).    &gt;    &gt;    &gt;    &gt;    &gt;    &gt;    &gt;    &gt;    &gt;    &gt;    &gt;    &gt;     &gt;     &gt;     &gt;     &gt;     &gt;                                        ",Help
3081,continuation of last message," i guess the change station does work but the search for stations does  not seem to show up in my screen reader. how do you get that form to  come up in the iheart radio player? i have a station on now (klove)  and i'm wanting to launch another one which will probably not show up  on their top picks because it is a small-town iheart owned  station  from chillicothe, ohio.    i'm still tryhing things so we'll see what happens. ",Help
3082,continued jaws crashing,"          hello, everyone.     it seems that i have narrowed the jaws crashing issue on my current windows 7 computer down to the following sequence of events.     jaws seems to crash when i exit microsoft word while outlook is also open.  once this happens, jaws will stop speaking, and i can t re-activate jaws either via the usual alt control j shortcut, or the windows r command.     the only way i can re-start jaws is to do a hard shut-down of the computer.     my sighted wife says jaws looks like it is still up on the screen, but she can t do anything to re-activate it either, short of manually shutting down the computer.     does anyone have a sequence of steps to get out of this issue?     does anyone know if fs is aware of the problem??     i did not have this problem prior to  updateing to jaws 18.     to clarify, i m using office 365 here, with word 2016 and outlook 2016.     dr.  tom behler from michigan              ",Help
3083,continued jaws crashing," if i may jump in here and say that since i took the latest jaws  upgrade along with this new/great w10 upgrade creators edition(lol)  jaws has stopped and sent itself quite a few error reports, which it  has not done for years and i am not doing anything different than i  did prior to these recent upgrades.    and, why, oh, why did jaws dis-continue the only real good thing  they've done for many an upgrade and take away the sound ducking  feature.    go figure, eh? ",Answer
3084,continued jaws crashing,"           how about if you do the following command, then try to restart jaws:         insert plus windows key plus f4, then try to restart jaws.          bill white    billwhite92701@...                  ",Answer
3085,continued jaws crashing," the reason i heard why the audio ducking was removed from the latest   jaws 18 was because the creator update changed something that allowed   jaws to provide the audio ducking feature. it might come back, who knows   when. ",Answer
3088,continued jaws crashing,"           hi, tom. i just wanted to make clear that it is:    hold down windows and insert. then press f4.          bill white    billwhite92701@...                  ",Answer
3089,continued jaws crashing," yes, i used the windows-insert-f4 command back a few months  ago when i was having jaws crashes. i am not having them  right now, thank the lord.    bye for now,    carolyn ",Answer
3091,continued jaws crashing,"              tom,           this happens to me, as well. i usually have outlook  open, and find that when leaving ms-word to some other application, i run the  risk of jaws locking up.           i have nvda available , and i can launch it (takes  about 30 seconds to do so) and get past the log-jam. very irritating. my theory  is that jaws is messing with some memory space that is used by ms-word, and  causing the crash.         dave  oregonian, woodworker, engineer, musician, and pioneer            ",Answer
3092,continued jaws crashing, jaws is not alone here.  the latest nvda  suspended the feature for the same reason.    ted ,Answer
3094,continued jaws crashing," i have jaws 18 on win 7 running office 2010.  i have no issues, jaws hasn't crashed for a long time.    regards  tom bisset ",Answer
3095,continued jaws crashing," hello tom;  my wife was experiencing the freezing up issue in word,  i did the following whitch   seemed to help.    1, open msword,  2, alt+f=file, t=options,  3, now, use up arrow key and find general,  4, tab and make sure,  show mini toolbar  on selection check box,  is unchecked,  also make sure the next 2 check boxes are unchecked.    hope this helps.           statistics are like a bikini.  what they reveal is suggestive, but  what they conceal is vital. ",Answer
3103,continued jaws crashing," hold down control   and open outlook, will work aswell!        jonas voll  support technician i  envision, inc.  2301 s water st  wichita,  ks 67213  o: 316-425-7141  f: 316-267-4312  www.envisionus.com    envision: to improve the quality of life and provide inspiration for the blind and visually impaired through employment, outreach, rehabilitation, education and research. ",Answer
3111,continued jaws crashing," i believe insert+windows+f4 completely  unloads jaws from memory,   possibly sends a crash report to fs automatically and silently if a   problem does exist, and restarts it, where as the insert+f4 merely   unloads jaws without restarting it. ",Answer
3113,continued jaws crashing,           it kills jaws and allows jaws to restart clean with nothing of jaws left in memory to make it crash again.          bill white    billwhite92701@...                  ,Answer
3116,continued problems with navigating and editing an e-mail group in outlook 2016,"          hello, everyone.     i think i have posted this quiry before, and probably need to call either vfo or the microsoft accessibility hotline about this, but i thought i d give it one more try here.     ever since either a jaws update, or an office 365 update, i am no longer able to navigate and edit the entries in an e-mail group like i used to be able to do.     the arrow keys no longer work, in that i get stuck on the first entry in the group, and can t navigate any further.        i can use my jaws cursor to read the members of the group, but that is not helpful when i want to delete or edit one of the group entries.     if anyone has experienced this issue, and found a work-around, please let me know.     i m using the latest build of jaws 2018, and office 365 on a windows 7 laptop here.     tom behler        ",Help
3117,continued problems with navigating and editing an e-mail group in outlook 2016,"          i noticed  this too.  here s what i m doing.     1. focus on the first entry in the group list  2. route jaws to pc and  use the jaws cursor to navigate among the entries  3. when focused on an entry you d like to edit, route pc to jaws. this places focus on the  same entry as the jaws cursor     edit as needed, rinse and repeat.        cathyanne          cathyanne murtha  access technology institute, llc    cathy@...      www.blind.training    (520) 300-7859                    ",Answer
3121,continuing issues with jaws and excel," ok!    at someone's suggestion (why) i changed the sheet to a .xlsx verions  and i still have sluggish jaws response.    i tried to open an older ""good"" version of a sheet and also opened a  brand new sheet and jaws is still sluggish.    as a matter-of-fact i find that i now have to start jaws all over  again due to it's disappearing when i have an open sheet.    what's up with this?    --   have a magnificent day    george burrell gray    ocean winds  cabarete/sosua  republica dominicana ",Help
3122,continuing issues with jaws and excel," in my case this happen suddenly when i am using jaws and excel. no matter if i am working in large data sets, or just blanck sheets.  my solution always is restart the computr because or jaws doesn't restart, or excel just make the computer crash again. ",Answer
3123,continuing problem with navigating e-mail group,"          hello again, everyone.     i hate to bug the list again, but my recently-emergent problem with navigating an e-mail group in outlook 2016 continues.     at least now, i have a bit more information to share about the problem, since i have had some sighted assistance with the screen.     my problem is that once i m in the list view for the e-mail group, jaws no longer responds as it should when i  navigate up and down the list of group members, using the up and down arrow keys.     the sighted individual who is helping me can easily navigate up and down the list of members using the arrow keys, but jaws seems to be stuck on the last name i have highlighted, and only speaks that name, rather than reflecting what the arrow keys are actually doing.     i d appreciate any suggestions for solving this issue.     if i am not verbalizing the problem well, please let me know.     i m using jaws 18 with windows 7 here.     thank you!     dr.  tom behler from michigan           ",Help
3124,continuing problem with navigating e-mail group,"          hi tom,     you are referring to outlook s contact groups feature, right?     as i navigate the list of members in a contact group, i have to shift+tab and then tab back to the list to hear the item in focus. so for example, if i am on the first item, and i press down arrow or right arrow to move to the next item, i hear nothing; i shift+tab and tab to get back to the list, and then, i do hear that i have indeed moved to the next item in the list. home and end do take me to the beginning and end of the list, which i confirm by shift+tab followed by tab to get back to the list after i have pressed home or end to see where i have ended up.     this seems to be a microsoft issue, as i tried it with nvda also and got same results      i am using windows 10, but i would think that our results would be the same, as i am also using office 2016 and jaws 18.     hope it helps!       regards,  maria                  ",Answer
3126,continuing problems with navigating list of contacts in an e-mail group,"          hello, everyone.     i am continuing to have problems navigating the list of contacts within several e-mail groups i have created.     this problem has emerged within the past few months, and i keep hoping that the issue will be fixed with a new jaws update.     basically, as i try to navigate the list of contacts in an e-mail group, i get stuck on the first entry, and cannot arrow down through the rest of the list in the usual way.     if anyone has found a work-around for this issue, please let me know.     i m using the latest build of jaws 2018, windows 7, and outlook 2016 with office 365 here.     dr.  tom behler from michigan           ",Help
3127,continuing problems with navigating list of contacts in an e-mail group,"         have you contacted vfo  regarding this issue and if so, what has been the response?        ",Answer
3129,continuing problems with navigating list of contacts in an e-mail group," tom, when i go into a group, i have to press the jaws key  and the top right key on the num pad, minus, i think it is,  to get jaws to read the list member names.     never be afraid of an unknown future with a known god,    carolyn ",Answer
3132,continuing user account notification issue with firefox 52,"          hello.     after uninstalling, and then re-installing firefox 52, i continue to get the  user notification  dialog asking for permission to make changes to my computer, every time i launch firefox.     even though this might be an anoying problem i just might have to live with, i have to believe the dialog can be eliminated via the right steps.     can someone tell me how i might do this?     i believe someone once suggested that i run firefox as administrator, but i can t seem to find this option in the firefox 52 menu structure.     thanks again, all.     dr.  tom behler from michigan        ",Help
3134,continuing user account notification issue with firefox 52,"             hi, tom. it won't be in the firefox menu structure. what they  told you was to install firefox as administrator. when you used the master  installer to install firefox, you would have highlighted, but not pressed enter  on, the executable installer. then you would have pressed applications key, and  arrowed down to ""run as administrator"". then you would have pressed enter on  that option, and firefox would have run as an administrator  install.       it won't do any good to run firefox as administrator if it  wasn't installed that way in the first place.   bill white  billwhite92701@...      ----- original message -----     from:   tom behler      to:   main@jfw.groups.io      sent:  tuesday, march 21, 2017 12:44    pm    subject:  continuing user account    notification issue with firefox 52          hello.       after uninstalling, and then re-installing firefox 52, i    continue to get the  user notification  dialog asking for permission to make    changes to my computer, every time i launch firefox.       even though this might be an anoying problem i just might    have to live with, i have to believe the dialog can be eliminated via the    right steps.       can someone tell me how i might do this?       i believe someone once suggested that i run firefox as    administrator, but i can t seem to find this option in the firefox 52 menu    structure.       thanks again, all.       dr.  tom behler from michigan          __________ information    from eset nod32 antivirus, version of malware database 15125 (20170321)    __________    the message was checked by eset nod32 antivirus.     http://www.eset.com           __________ information from eset nod32 antivirus, version of malware database 15125 (20170321) __________      the message was checked by eset nod32 antivirus.       http://www.eset.com       ",Answer
3138,continuing user account notification issue with firefox 52,"          ah, ok, i get it now, bill.     late last week, i was having other computer issues with some on line security settings, so i consulted with the folks at the microsoft accessibility hotline     we got the security issues resolved, and then they installed firefox 52 for me in safe mode, and i simply forgot to tell them to do the administrator install.     so, i guess i m just going to have to live with the problem for now, because i m not sure i want to go through the un-install and re-install processes again.     thanks for reminding me of this;  it just totally slipped my mind.     tom behler                 ",Answer
3139,continuing user account notification issue with firefox 52,"           hi,         i ve no idea if this would help, but it can t harm to try.         i suggest that you go into control panel and default programs and make sure that firefox is set as default for all aspects of web activity. maybe when it is confirmed as the default it will stop acting up.                    take care,         gerry ellis         if you don t know where you re going,    how will you know when you get there?                  ",Answer
3140,continuing user account notification issue with firefox 52,"          gerry:     i believe i have now set firefox as my default browser, although there s no way to be totally sure from the control panel options.     however, this did not solve the problem.     i think bill is right;  i should have initially installed firefox as an administrator, which, as i noted earlier, i failed to do.     live and learn, i guess.     tom behler                 ",Answer
3141,continuing user account notification issue with firefox 52," tom behler &lt;tombehler@...&gt; wrote:     i think bill is right;  i should have initially installed firefox as an  administrator, which, as i noted earlier, i failed to do.   i did install it as an administrator, but i can't remember whether it prompted  for user account control during the installation. it probably did, but i can't  be sure.    there may be an access control list you can change to fix the problem, but for  that, you would need advice from someone who knows more about windows system  administration than i do. unix has a fairly simple system of permissions, with  access control lists available if you need to do something complex. windows  seems to be entirely access control lists, and i haven't taken the time to  understand the details yet. ",Answer
3142,continuing user account notification issue with firefox 52," hi,    ok, let's try another approach.    this advice comes from the windows club site. more advice is available  there.   http://www.thewindowsclub.com/elevated-privileges-windows     if you want to make a program always run with admin privileges, right-click  on the program's executable file, select properties. here, select the run  this program as an administrator box. click apply &gt; ok.         take care,    gerry ellis    if you don't know where you're going,  how will you know when you get there? ",Answer
3145,continuing user account notification issue with firefox 52," yes, i did talk to them about the user account notification issue.    in fact, they saw the issue when i launched firefox after they helped me  re-install it.  they didn't seem to have an answer as to why this is  happening, and what to do about it.    at the time, i was happy simply to get my internet security issue resolved,  so didn't pursue the matter any further.    tom behler ",Answer
3146,continuing user account notification issue with firefox 52," hi, tom and list. i suspect that the reason you are continuing to get a uac notification every time you start firefox is that something is incorrectly set in group policy settings. this may necessitate changing something in the registry as well as something in the control panel. if you are unsure as to how to do this, you may need to call microsoft back again, and ask them how to change your group policy settings. i, myself, am unsure how to do this. i am always reluctant to change my own registry.  bill white billwhite92701@... ",Answer
3148,control shift d for dictionary manager. fill in the fields.," on 12/22/2016 7:57 pm, jed barton wrote:   so where do i put this stuff    on 12/22/2016 8:36 pm, dennis wrote:   x-western    x-unicode        on 12/22/2016 7:11 pm, jed barton wrote:   so what's the exact string i put in. there are a lot of quotes in there.    on 12/22/2016 2:09 pm, dennis wrote:   yes. open dictionary manager in jaws and for the word type just like  this without the quotes. ""x-unicode"" ""x-western""     these are symbles that jaws speaks for some reason. hope this helps.      on 12/22/2016 8:47 am, jed barton wrote:   hey guys,    ok, i am using jfw, and the latest thunderbird.  i'm noticing that  when i open up messages, i see special characters in there. jaws says  stuff like x unicode, x western, stuff like that.  it's kind of  annoying when you're reading mail.  any way to get rid of it?    cheers,  jed                                    ",Help
3149,control shift d for dictionary manager. fill in the fields.," ok guys, sorry to be a pain, but now i'm really confused, i go to my desktop, and hit control shift d, jaws says nothing ",Help
3150,control shift d for dictionary manager. fill in the fields.," you need to be in the dictionary manager, not your desktop.    respectfully,  kimsan song  kimsansong@... ",Answer
3152,control shift d for dictionary manager. fill in the fields.," replacement word would be what you want jaws to echo.    for example, in the dictionary manager, i would tuype in jaws, and the replacement edit field, i would type jfw.  now everytime i come across jaws, it'll say jfw. it will still display jaws on the window but the pronounciation will be jfw.  respectfully,  kimsan song  kimsansong@... ",Answer
3155,control shift d for dictionary manager. fill in the fields.," control-shift-d is to permanently delete something. insert-d gives the dictionary, then you hit control-shift-d, if you want your definition to appear in any program. if you want it program specific, just hit enter to add your entry.     bye for now,    carolyn ",Answer
3156,"control, alt and j","          heya folks,     for awhile now using jaws 17, windows 7 64bit home edition  the jaws shortcut key i have always used to turn on jaws is not working any more control, alt and j. i now need to change it to control, shift and j which isn t a huge thing but am wondering if anyone else is having similar issues?     i ve already checked with hot key search and no other program or anything i know has taken the shortcut of control, alt and the letter j, any suggestions will be helpful and appreciated.     cheers,     jim        ",Help
3157,"control, alt and j"," hello,  i had a similar issue to yours on windows10 but i found that both the  latest 17 update and the one before it resolved it for me. have you  attempted to update your system to the latest  17.0.1806?also, have  you tried restarting the computer after you have set the alt+ctrl+j  shortcut? just a few items to get started with. ",Answer
3158,"control, alt and j","                      control altj is still working for me.  i am running the latest version   of jaws17, and am running windows7 64.  i also have the home version of   jaws.                   ",Answer
3160,"control, alt and j","               i also had this problem.               just now, i killed jaws 17, and  i tried the alt+ctrl+j and jaws        17 came up. i did this three times.              perhaps there is an improvement with the latest jaws 17.              i use the shift+ctrl+j to bring up the last version of jaws. this        is just in case the newest jaws has a problem, then it is easy        enough to bring up the last jaws version.              peter t.                 ",Answer
3163,controlling accounts in outlook 2016,"          hi:      if i have more than 1 account in outlook 2016, using jaws 18, how can i set up outlook to check just one account?      thank you.                  ",Help
3164,controlling accounts in outlook 2016,           if you add an account through the mail settings in the control panel then whenever you launch outlook it will ask you which account you want to use. then that outlook session will only pertain to the account that you selected when opening outlook.                  ,Answer
3165,controlling playback on netflix,             using jaws 2018 and win 7 64 and          firefox... is there a way to move forward and backword during          playback. all i can do is get it to pause. i've tried ocr and          turning off vertual curser and nothing helps. any ideas? please?                            virus-free.  www.avast.com                    ,Help
