"1075","an alternative to using the numpad","i was given an external keyboard for my lap top.  i have no idea how it was done but, the numlock has been converted to a paste key.  this means to use the numpad is virtually impossible to navigate with jaws.  to arrow to the right with the numpad, just gets you number 6.  is there an alternative to using the numpad with jaws 18?","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1076","an alternative to using the numpad","in jaws options, basic settings, change the keyboard layout from laptop to desktop.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1077","an alternative to using the numpad","tried it, didn t work.  yes, i did click the o k button after the change was made.  i suspect the problem is in the programming of the usb external keyboard.  if that is possible. so, we get back to the original request.","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"1078","an alternative to using the numpad","maybe you have to change the keyboard language? it may not be a u s a english keyboard.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1079","an alternative to using the numpad","i've had this problem before i migrated to jaws.  but, since w e never got back to me on anything, i thought maybe this group could help with this problem.","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"1080","an excel question","good evening     a quick question on excel. i am prefacing this by saying that i was a low vision user before so i am not sure you can do this with jaws. i work sometimes with big spreadsheets where changes at the top have an impact on cells in the bottom and when i am verifying that all formulas are correct i used to use a split screen. is there a way to navigate back and forth between those screens with a jaws keystroke? there is a workaround that i can do by making copies of the workbook but if i can use the split screen i would prefer it.     thanks for any help     joe                      virus-free.  www.avast.com","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1081","an excel question","hello. there s a way to modify your spreadsheets so that jaws reads the row and column titles as you navigate. dan clark did a daisy book on this feature. it s in the jaws training materials. i use this feature in my spreadsheets.  paul","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"1082","an excel question","i am aware of reading the columns and rows which is not the issue. let me explain in a little more detail i have a 150 row spreadsheet that i use to prepare annual budgets with a multiple subtotal areas for various income/expense categories. i used to use split screens to view one area of the spreadsheet while viewing another area simultaneously i can still split the screen with menus however i don t know how to tab back and forth between those 2 split areas. hopefully that makes sense","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1083","an excel question","it would be clumsy, but you could use goto.  if you don't need the between rows, you could hide them.  neither good, though.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1084","an excel question","joe,             haven't used that split screen idea for several years, and   i wonder if excel is capable of doing that? ann suggests hiding either rows or   columns to bring the totals into the viewable area.             another approach is to assign those subtotals, either as a   set of cells, or individual cells to monitors so you can check them with a   keystroke. look up cell monitors in the jaws help, or assign them in the jaws+v   dialog.          dave  oregonian, woodworker, engineer, musician, and pioneer","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1085","an excel question","i understand what you are trying to do. have you tried the f6 keystroke to see if that would switch you back and forth?  i know this is normally the keystroke when switching between different panes within a window.      if this does not work, how about using monitor cells?  i know you can assign different cells to be monitor cells so you can quickly check the cell with a simple keystroke.  you can read about monitor cells and what keystrokes are involved in the jaws help.      chris","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1086","an openbook question while i wait to get accepted on the openbook users list","if there are any openbook 9 users running windows 10 creator edition, 64 bit; have you had any issues with saving files after scanning?      on my system, i get the nebulous error message that something has stopped openbook from working and windows will close the program, etc.             i have corresponded with tech support and i tried their repair steps, didn t work.      i tried their suggestion of uninstalling and reinstalling it into a custom location, still not working.      i did not remove shared components because i thought that would mess up my jaws installation.      any thoughts before i have to call tech support on monday?             thanks,      richard","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1087","an openbook question while i wait to get accepted on the openbook users list","haven t used it in a while so can t tell ya, sorry about that! however, yes, i do use ob for some things when i can         sent from    mail  for windows 10","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1088","an openbook question while i wait to get accepted on the openbook users list","hello richard,         i do not have any idea what is going on with your system but, have you   tried naming and saving a file before you start scanning.  ob has been bad   about crashing on me for years on many many different computers including win10   creator 64 bit.         i learned a long time ago to name and save a file before i scanned too many   pages.  if it crashes before you save, you loose every thing that you   scanned.  not so good if you have scanned a lot of pages.  and, for   me, i have far less crashes if the file has been named.  i definitely do   not know why.         while this information probably doesn t help you very much, maybe it will   save you a little time.         good luck with tech support monday.         james b","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1089","an openbook question while i wait to get accepted on the openbook users list","thanks james for the suggestion.    sadly, openbook blows out even if i try and save a document with a different name before scanning.    it will be interesting to see what tech support says tomorrow.    i wonder if they are giving up development on openbook.  as far as i know, i m still on the beta team and nothing has been done in years.         richard","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"1090","an openbook question while i wait to get accepted on the openbook users list","i thought i would check this out; my document saved just fine, but now i cannot find it. i used to go to open book on the desk top, hit enter on open book, and arrow down to my open book documents. now open book opens, and i do not know where my saved open book documents are?     cheers kevin.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1091","an openbook question while i wait to get accepted on the openbook users list","hi kevin,         since i don t have any way of knowing how your openbook software is set   up.  or. which version of ob or windows you are using, i recommend that you   give vfo a call in the morning.  they should definitely be able to sort   things out.           the best of luck to you,         james b","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1092","an openbook question while i wait to get accepted on the openbook users list","when you open  open  book;             go to file and open and it  defalts  to the place they are saved","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1093","an openbook question while i wait to get accepted on the openbook users list","until such time as you get the solution figured out, you can access your saved files under the openbook document history list.  unfortunately, i believe this list is only of documents you open, not those that you saved and did not thereafter open.         for the opened documents list, go under the file menu, and arrow down.  you will start hearing file names, and the line number is where that file was in order.  hence, file 1 will be the one last opened.           hope this helps as a work-around.         tim ford","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1094","an openbook question while i wait to get accepted on the openbook users list","hi   kevin,                 to find the   default location of your saved files trythe the following:        1. open openbook,   &amp; press, alt + g, to open settings.        2. press the   letter, g, to open general settings, or arrow down to it , &amp; press   enter.        3. tab   to,    default   file location, &amp; this will tell you where your files are being saved   to.       take care.  mike.  go dodgers!  sent from my   ibarstool.  arguing with a woman is like reading a software license   agreement.  in the end you have to ignore everything, &amp; click i   agree.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1095","an openbook question while i wait to get accepted on the openbook users list","kevin,             in openbook, go to your preferences and see where   the files are being stored by default.          dave  oregonian, woodworker, engineer, musician, and pioneer","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1096","an openbook question while i wait to get accepted on the openbook users list","how do you sign up for the open book users list?","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"1097","an openbook question while i wait to get accepted on the openbook users list","i am not sure it is an active list as i still have heard nothing from it. i went to freedom scientific's page and searched for lists and found it. i'll ask tech support when i call them if one exists.  richard","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1098","an openbook question while i wait to get accepted on the openbook users list","richard,  it is possible that it is in active list, however, i unsubscribe from about a year ago simply due to their never being any activity. also, from my recollection, it is a yahoo-based groups and with some other yahoo! groups lately i have had difficulty subscribing to and unsubscribing from using their links.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1099","an openbook question while i wait to get accepted on the openbook users list","hi,  the openbook users list that has been around for years has not been properly  moderated in several years. no one has been minding the group so no new  members have been added. i, and others that i know, have tried several times  unsuccessfully to join and our attempts have always timed out without anyone  acting on our join requests. however, there is another one that has only  been around for about two years and is on groups.io so it is rather small  and the traffic is light. but at least it accepts members. and when someone  posts there is usually a response.  openbook+subscribe@groups.io  is the subscribe address if i am not mistaken.  hope that helps.  merv","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1100","an openbook question while i wait to get accepted on the openbook users list","thanks,  i may give that a try. i know i need to call tech support next, but ran out of time this morning.  i will keep this address handy.  i am about to give up on openbook entirely if they cannot fix this issue since there has been little effort to update it.  i will start using the seeing ai app on my iphone.  later,  richard","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1101","an openbook question while i wait to get accepted on the openbook users list","just throwing this out there, but there's a knfbreader app for windows 10. so if anyone's using windows 10 on their computer/laptop might wanna look into it if they're no longer developing openbook especially if you need something for document scanning. i think it costs $100 which is i think cheaper than openbook.  sent from my iphone","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1102","an update question","--     from, mack   if i install the newest update to jaws 18 will my previous settings be saved, thanks.","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1103","an update question","yes","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1104","an update question","all your settings will be saved, but you will need to set a hotkey again to start jaws. the shortcut will be on your desktop, but the alt plus control plus j hotkey will need to be reassigned.    bill white  billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1105","an update question","i just did, and mine appear to be saved, but it might be too soon to tell.     best from,    carolyn","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"1106","an update question","bill, i couldn't believe about the hot keys, stupidly unloaded jaws. you're right. so, i had to shut down blind, as it were. now, could you tell me please how i reset the hot key. i think that is the most idiotic thing i can imagine happening with jaws. for years, i've used that key combination to load jaws. thank you for the steps and for telling us, so i wasn't caught by surprise.     best from,    carolyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1107","an update question","1. go to the shortcut key on your desktop.  2. once it is highlighted, press alt plus enter.  3. tab to where it says: hotkey, none.  4. press the letter j.  5. tab to apply, and press enter.  6. if it says that access is denied, and that it needs administrator permissions, press enter.  7. press tab until you get to ok, and press enter.    that's all there is to assigning a hotkey to a shortcut.    bill white  billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1108","an update question","yes your latest settings will be saved if you do updates to draw is 18 and any other jones products if you migrate from jaws 18 or even a lower version it will migrate to settings into your new job is folder if it request if you want to migrate those settings it will ask you. install if you want that. hope this helps, john martin martyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1109","an update question","thanks, bill. end of problem.     best from,    carolyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1110","an update question","you can also use ctrl shift and j as i do. note, i don t use this because of difficulties i have none in my hands. however, it might work better for those who can t move their left index finger much. i would also test out the hotkey you   use just after placing it that s what i do to make sure it works.    ashleigh piccinino         sent from    mail  for windows 10","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1111","an update question","i started to assign alt+=. but i just left control+alt+j.     best from,    carolyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1112","announcing elbraille.com","dear all,       today, i am happy to announce the availability of a new website:    http://elbraille.com    your all one-stop resource for all things elbraille!   this website will contain promotional info about the elbraille family of products, news, and downloads that are rellevent for the end customers.   feel free to re-direct anyone to this website.       note: screen reader users, please click the  enable accessible mode  link located at the top of the page to get the optimal experience using the website. the main webpage contains a scroll effect that breaks the reading experience for a  screen reader.       we hope you will choose elbraille!       best regards,       adi kushnir","original","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1113","announcing percentages","good evening,,      when playing podcasts on applevis or using applications like teamtalk, jaws keeps     announcin the         percentaes. how do     i et it to stop?","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1114","announcing percentages","hi vanna,             try 1 of the following 2 ways:      #1:      1. while in the application / program that you're   having this issue with press, insert / jaws key + 6, on the number row, to open   the settings center for this particular application / program.      2. arrow down to, users, &amp; press right arrow to   open.      3. arrow down 1 time to, progress bar updates   announcement, press the spacebar to cycle through the options until you hear   jaws report, off.      4. tab to the, okay, button, press enter to save   your change &amp; close the settings center.             #2:      1. while in the particular application / program   press, insert / jaws key + v, to open jaws quick settings for this application /   program.      2. arrow down to, general options / progress   bar...., &amp; you'll probably hear jaws report, progress bar   spoken      3. press the spacebar to hear progress bar silent,   tab to the, okay button, &amp; press enter to save your change &amp;   close.     take care.  mike  this email was sent from my ibarstool.  go   dodgers!","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1115","announcing percentages","thanks...let's see if the options you gave me takes care of it.it.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1116","announcing punctuation","how do i set jaws 16 to announce punctuation?  thanks, judith","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1117","announcing punctuation","press insert-v, then press p. you'll get progress bar first.  down arrow. mine is on some, just hit space bar until you  get the one you want, none, some, most or all, then escape.     bye for now,    carolyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1118","announcing punctuation","hi judith,           do you want jaws to speak certain  punctuation, or not to speak certain punctuation?  or, do you want jaws to  read more / less punctuation?  if you just want jaws to speak more or less  punctuation in a certain application / program do the following:     1. while in the particular  application / program press, jaws key + v, to open quick settings.     2. arrow down to, punctuation, it's  under editing options.  you toggle through the options by pressing the  spacebar.  your options are none, some, most, &amp; all.  if you want  more punctuation spoken choose most, or all.  after making your selection  tab to, okay, press enter to save your change, &amp; close quick  settings.           if you are wanting to have jaws speak  or not speak just certain punctuation try the following:      note: the apostrophy  &amp; dollar sign are only examples.    you  can change how jaws speaks the apostrophy in the settings centter   default  all applications by doing the following.  if you only want to change    the punctuation settings in a particular application just open the settings    center while in the particular application by pressing insert + 6, on the    number row above the main keyboard to open the settings center for that  particular application:     1. press insert + 6, on the number row above the main keyboard to open the    settings center, &amp; press, control, shift, + d, to open default all    applications.  2. arrow down to, punctuation closed &amp; press right  arrow to open.  3. arrow down to customize punctuation &amp; press the  spacebar to open.  don't   press enter here, if you press enter instad of  the spacebar, the settings   center will close.  4.a. when making changes in  the customize punctuation list, if you do not   want  jaws to  speak/recognize a particular punctuation mark you want to choose the  "" all ""  selection.  you will have 4 radio buttons to arrow up or  down  through.  they are none, some, most, &amp; all.  in these  selections they work  backwards than what you would think.  for  example;  if you choose "" none ""  for the dollar sign, jaws will speak /  recognize every dollar sign in  whatever you are reading.  on the other  hand, if you choose the "" all ""  radio button, jaws will not speak / recognize  any dollar signs.    4.b. after you pressed the spacebar on customize  punctuation, you are now in   a list of punctuation marks.  arrow down  the list and when  you have the punctuation mark you want to change  highlighted, tab 1 time to  the radio buttons that i mentioned earlier.  5.  keeping in mind what i mentioned earlier about these choices  working  backwards, select the box in this list, in your case not wanting any    apostrophy's spoken, choose the all button.  6. now, if you want to make a  change to another punctuation mark, shift tab  back to the list and highlight  a different punctuation mark, tab back to the  radio buttons and select the  box you prefer.  7. after you are done making your changes tab to okay and  press the   spacebar.  8. tab to apply, press the spacebar, tab to okay,  press the spacebar to save   your changes &amp; close the settings  center.    now, i hope that you are not as confused as i am after typing all  of this.  lol  hope this has helped.            take care.  mike  sent from my ibarstool.  early to bed, early to  rise, keep my ihemorrhoids from being a surprise.","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"1119","announcing punctuation","thanks.  i have it.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1120","announcing punctuation","thanks!  got it0021","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1121","announcing punctuation","go to main jaws menu, voice adjustment.     ted","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1122","announcing the day","hi,     in outlook 2016 using latest jaws 17, how do i have it say thursday instead of thu? other examples, are: tues instead of tuesday when i m reading the message headers.  i think i managed to accomplish that at one point, but i don t remember how i did it.  thanks for any assistance.         respectfully,   kimsan song  kimsansong@...","original","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1123","announcing the day","you could just edit your jaws dictionary file for outlook to change the       dave  oregonian, woodworker, engineer, musician, and pioneer","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1124","announcing the day","hmm, i just want that behavior only in the message headers and not emails i read, etc.   for some reason, i wanna say where i changed it doesn t exist, or has a name change.  for some reason, my brain says adjust jaws options which i found in the list of managers, but i m not seeing that in jfw 17, or i d like to assume that it was in one of the ribbons, but which one, lol.           respectfully,     kimsan song    kimsansong@...","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1125","announcing the day","i believe it would be extremely difficult (if not impossible) to have  it expanded in one location and not in others (at least within the  same program).    one thing i should note, i now use the vocalizer expressive v2 voices  , normally samantha, and thu is already pronounced as thursday. i  looked through settings center and do not see anything that  specifically controls that so i suspect it to be totally voice  dependent.","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1126","announcing the day","...i wonder if the jaws setting to expand acronyms or expand abbreviations   might be what is needed?  expand  dave  oregonian, woodworker, engineer, musician, and pioneer","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1127","announcing the day","hi kimsan,           maybe widening the column that  pertains to that item needs to be done.    take care.  mike  sent from my ibarstool.","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1128","announcing the day","david,  good suggestion.  i'll try it.  thanks.    respectfully,  kimsan song  kimsansong@...","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1129","announcing the day","both options are expanded now that i've looked.  i might just have to use the dictionary manager.  also, mikes suggestion didn't work, either.  thanks to all who have responded.    respectfully,  kimsan song  kimsansong@...","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1130","another 2018 question","where is the setting to migrate your settings from jaws 18?      it didn t do it during the install.             pastor gil","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1131","another 2018 question","hi,    you might run the startup wizard from the help menu.    that, i would think, would offer migrating your settings.    it didn t run for me until i rebooted.         richard","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1132","another 2018 question","the only way i could get the migration        was to reboot  and then restart jaws 2018 then it popped up          i could not find it in the menus anywhere. just inport/export        witch wanted a backup file i didnt have.          you could start 18 export a backup of your settings then open 2018        and import it if nothing else works.file .","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1133","another 2018 question","hi:     go into the jaws menus, under utilities, go into inport/export settings, then select migrate settings.     hope this helps.        sent from  mail  for windows 10","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1134","another 2018 question","thanks very much.         pastor gil","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1135","another excel question: how to autofill a column","at least i think that's what i want to do.    i have several columns on my spreadsheet where i want to repeat a  certain pattern or formula. for example, i want to replicate the date  in the first column beginning with 11/01/2016 and continuing through  04/01/2017. but i don't want to type in all these dates. googling  produces instructions for accomplishing this task with the mouse but  nothing with keystrokes.    in another column i have a formula that will change slightly depending  on the coordinates of the cells being calculated even though the  pattern of the formula stays the same. is it possible to replicate the  formula in the same way as i am doing with the dates?    i hope these questions are clear.    thanks in advance for the help.      --   kimberly","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1136","another excel question: how to autofill a column","the starter keystroke for fill in series is alt+h, then f, i, s.  you have to select the cells you want to fill, including the one that starts the series.  the cells other than the first one must be blank.    tabbing through the resultant dialog box:  step value is 1 (or however many days you want).  columns, not rows.  where it says linear, arrow down to date.  the next box says day, week, etc.    once you have chosen all those things, tab to okay and you're in business.    good luck!","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1137","another excel question: how to autofill a column","to fill an area with the same formula:  highlight the area to fill down is control+d and to fill right is control+r.  so your formula you want to fill the rest of the cells with will be your first cell highlighted.  iff this is clear as mud let me know and i will try to explain better.    denver dale","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1138","another excel question: how to autofill a column","hi kimber,    the keystrokes dale give replicate what's in the cell above or to the left. but the autofill feature can create a series, which you'll need to get the list of increasing dates you want.     the way to do it is to fill in at least two consecutive dates, e.g. 11/01/2016 in a1 and 12/02/2016 in a2. then select all the cells that you want to autofill. in your case that would be from a1 to about a365.    then you need to go to the home tab of the ribbon, choose fill and you'll get a list, choose series and a dialogue will open. the keytips are alt, h, f, i, s. note you have to press f i to get fill.    on the dialogue, either tab to the type radio buttons and arrow to autofill, or press alt + f to select it straight away.     press enter to complete the process and the dialogue will close. the cells will still be selected, so use an arrow key to unselect them and put focus on a single cell. but you'll find you have 365 cells with dates increasing.     the same technique can be used with formulas, so give it a go and let us know how you get on!     steve","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1139","another excel question: how to autofill a column","right on, steve, it works, and the instructions are far better than you usually get in the microsoft no-help system.  the formula application is especially welcome.  i've been a spreadsheet believer since i began using one to enter and process grades around 1990, but my skills have atrophied (they certainly have not increased), as i now use spreadsheets mostly for simple tabular work.    ted","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1140","another excel question: how to autofill a column","hello steve,   below are instructions from the fs paid webinar.   cheers kevin.   1. move to an empty cell in the worksheet. i will move the cursor to cell a5, the beginning of the fifth row.  2. type in the word january.  3. hold down the shift key and press right arrow eleven times to select the range for the names of the months for the rest of the year.  4. home tab of the ribbon, alt+h  5. location: editing group of the lower ribbon  6. fill button dropdown, fi  7. series, s. the series dialog box opens. focus is in the step value edit box.  8. press alt+f to select the autofill radio button, and then press enter to activate the ok button. the dialog box closes and excel has typed in the months  of the year for you in the selected range.  list end","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1141","another language question","hi, all:       is there a way to get win. live-mail to spellcheck the english only on a document containing both english and french? sometimes i will have copied-pasted a french doc into the english message, knowing that the french doc is accurate, then, before sending it, it spell-checks, and every last french word is checked! at this point, i m pushing esc., then spacing to check   yes  for  send anyway , when it states the spellcheck was interrupted and did i want to send the message anyway. which is an acceptable, quick way to get the job done,  because i m not sure i d want to learn a whole new set of commands needed for every single french doc, though one that would give me carte-blanche to just skip the spellcheck on the french only would still be nice. if you know more than i do, i ll be happy to learn!           bonne   ann e   et bonne sante!   sandra   to love another person is to see the face of god.   (les miserables--the musical)                       this email has been sent from a virus-free computer protected by avast.    www.avast.com","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1142","another language question","thanks, brian, for your very succinct instructions simple enough for even me to follow without being overwhelmed!           sandra   to love another person is to see the face of god.   (les miserables--the musical)                    this email has been sent from a virus-free computer protected by avast.    www.avast.com","original","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1143","another language question","well, i tried the instructions from brian, and got stuck at the install button jaws might not recognize the graphic or something... spacebar and enter yielded no results. would love to hear back from anyone else who s tried his instructions, whether or not they were successful; i can either learn how to get around the issue from someone, or that others are running into the same issue. thanks!               sandra   to love another person is to see the face of god.   (les miserables--the musical)                    this email has been sent from a virus-free computer protected by avast.    www.avast.com","original","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"1144","another language question","sandra,             i forgot to add another option.  from the sound of things the first check box in the spelling options, which is ""always check spelling before sending"" is likely checked.  this is a separate setting from ""check my spelling as i type"" which is the third check box.             if you don't want a full document spell check each and every time just before you send you also have the option to uncheck this box.  that way your spelling is checked as you type only rather than doing a full-document recheck just prior to send.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1145","another language question","sandra,             you're quite welcome.  crafting step-by-step instructions is a combination of art and science.  after crafting these i realized that, if the person following them is blind, any reference to above, below, to the left, to the right is probably superfluous but at least it gives you some idea that you should hit certain of those buttons if you're tabbing your way through before others.  i'm never positive where jaws will go next on complicated dialog boxes such as these unless i'm working with it at the time i'm going through the dialog box.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1146","another language question","brian and sandra, word contains features under proofing (file, options, proofing) that may be helpful too.  i ve never fooled with them, but they may be just  the ticket for sandra, in addition to your suggestions.           ted","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1147","another language question","actually, you can select a part of a file to spell-check. when i don t want an entire file spell-checked, i go to the point where i want spell-check to start,  then select everything above that point and cut with control-x. i run the spell-check to the point where i need to stop, then return to the top of the document and paste back in what i cut.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1148","another language question","on sat, jan  2, 2016 at 04:23 pm, sandra streeter  wrote:    bonne  ann e  et bonne sante!    sandra,             and the same to you and yours!!              now i can say, ""aieeeeeeeeeeeeee!!  you've asked a question that's going to require a complicated answer!""  i am basing this on windows live mail 2012, but it probably carries back at least a couple of versions.  if not, you may want to upgrade to windows live mail 2012, henceforth known as wlm.             you cannot specify sections of messages to be spell-checked versus not spell checked, but you can set up spell checking to use multiple dictionaries so that it will not flag words commonly used in messages that have two languages mixed as incorrect.             what comes next is the step-by-step on what you need to open and tweak.  without jaws in front of me i can't say what it will announce, but most of the keyboard shortcuts are based in wlm.  if i type something such as alt+f,o,m that means hit alt+f, followed by o, followed by m.  1.  alt+f,o,m   opens the file menu, options, mail.   you will now have a dialog box up that contains tabs, and i can't remember how to jump among tabs in a dialog, but you want to get yourself to the spelling tab.  2.  on the spelling tab toward the bottom, there is a list box with the label, ""languages,"" just above it.  the languages are not listed alphabetically, don't ask me why.  on my installation of wlm, which is straight default settings, english in 4 versions are installed, united states, united kingdom, australia, and canada.  far beneath these you eventually hit ""french (france).""  select that.  3.  to the immediate right of the language list box are four buttons:  install, uninstall, update, and set default.  you will want to select install and activate the button to add french to the list of dictionaries that the spell-checker uses.  this is where i bow out, at least as far as knowing precisely what happens after you hit install, since i don't want to install another language for my own spell-checker.  i imagine you'll get some sort of status box telling you about installation progress and completion.  4.  at the bottom of the whole dialog box are three buttons, ok, cancel, and apply.  at this point just hit the ok button.  at this point french should be part of the spell-checker's recognized words, and you should stop being nagged nearly as often as you have been.  hope this helps in some way.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1149","another openbook 9 update, 9.0.1696.403","hi all,           below is the direct download link for  this newest ob 9 update.  this update was released monday march 7, 2016, at  least that's what was told to me by freedom scientific tech support.  this  update, ob9.0.1696.403, fixes something from the february update,  ob9.0.1695.403.  i couldn't find what this update is supposed to fix from  the prior version.            http://files.freedomscientific.com/webfiles/autoupdate/ob9.0.1696.403-enu.exe                  take care.  mike  the key to  happiness, is having a crappy memory.","original","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1150","another openbook 9 update, 9.0.1696.403","hello mike,    i m not getting update on openbook  download !!","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1151","another openbook 9 update, 9.0.1696.403","hi addison,             i wouldn't worry about it, because this update has   caused more problems than it's worth!     take care.  mike, go dodgers!","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1152","another openbook 9 update, 9.0.1696.403","hi mike,    ok and thanks !!","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"1153","another question or 2","hi  all          due to some pc problems i have had to remove my jaws and now imp on jaws 18   but  unfortunately  i lost all my settings!!!!    so first of my many questions where do i find the control to stop jaws   saying tab and space  and the controll key ? when they are pressed ?         cheers joe","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"1154","another question or 2","hi joe!  you are talking about key echo.  you should be able to locate this setting when running the jaws set-up wizard which can be found under the help menu.  it will also run the first time you launch jaws in some cases.  hope this helps!","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"1155","another question or 2","hi         so next question i  have  is how do i change the way that jaws 18   reads numbers ?    i need it to read the number 1000000   as one million as at the   moment  it reads 1 then zero zero zero etc.      oh and i have jaws 18          thanks joe","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
